postcode_sector,road_usage,total_offences,vehicle_offences
S80,2041.0,57681.0,5966.0
S87,2041.0,57681.0,5966.0
S88,2041.0,57681.0,5966.0
S89,2041.0,57681.0,5966.0
S91,2041.0,57681.0,5966.0
S92,2041.0,57681.0,5966.0
S93,2041.0,57681.0,5966.0
S94,2041.0,57681.0,5966.0
S95,2041.0,57681.0,5966.0
BD100,1895.0,73104.0,5449.0
BD108,1895.0,73104.0,5449.0
BD109,1895.0,73104.0,5449.0
BD11,1895.0,73104.0,5449.0
BD12,1895.0,73104.0,5449.0
BD120,1895.0,73104.0,5449.0
BD127,1895.0,73104.0,5449.0
BD128,1895.0,73104.0,5449.0
BD129,1895.0,73104.0,5449.0
BD13,1895.0,73104.0,5449.0
BD131,1895.0,73104.0,5449.0
BD132,1895.0,73104.0,5449.0
BD133,1895.0,73104.0,5449.0
BD134,1895.0,73104.0,5449.0
BD135,1895.0,73104.0,5449.0
BD14,1895.0,73104.0,5449.0
BD146,1895.0,73104.0,5449.0
BD15,1895.0,73104.0,5449.0
BD150,1895.0,73104.0,5449.0
BD157,1895.0,73104.0,5449.0
BD158,1895.0,73104.0,5449.0
BD159,1895.0,73104.0,5449.0
BD161,1895.0,73104.0,5449.0
BD162,1895.0,73104.0,5449.0
BD163,1895.0,73104.0,5449.0
BD164,1895.0,73104.0,5449.0
BD175,1895.0,73104.0,5449.0
BD176,1895.0,73104.0,5449.0
BD177,1895.0,73104.0,5449.0
BD181,1895.0,73104.0,5449.0
BD182,1895.0,73104.0,5449.0
BD183,1895.0,73104.0,5449.0
BD184,1895.0,73104.0,5449.0
BD200,1895.0,73104.0,5449.0
BD205,1895.0,73104.0,5449.0
BD206,1895.0,73104.0,5449.0
BD209,1895.0,73104.0,5449.0
BD21,1895.0,73104.0,5449.0
BD211,1895.0,73104.0,5449.0
BD212,1895.0,73104.0,5449.0
BD213,1895.0,73104.0,5449.0
BD214,1895.0,73104.0,5449.0
BD215,1895.0,73104.0,5449.0
BD22,1895.0,73104.0,5449.0
BD220,1895.0,73104.0,5449.0
BD226,1895.0,73104.0,5449.0
BD227,1895.0,73104.0,5449.0
BD228,1895.0,73104.0,5449.0
BD229,1895.0,73104.0,5449.0
BD23,1895.0,73104.0,5449.0
BD24,1895.0,73104.0,5449.0
BD30,1895.0,73104.0,5449.0
BD37,1895.0,73104.0,5449.0
BD38,1895.0,73104.0,5449.0
BD39,1895.0,73104.0,5449.0
BD40,1895.0,73104.0,5449.0
BD46,1895.0,73104.0,5449.0
BD47,1895.0,73104.0,5449.0
BD48,1895.0,73104.0,5449.0
BD49,1895.0,73104.0,5449.0
BD50,1895.0,73104.0,5449.0
BD57,1895.0,73104.0,5449.0
BD58,1895.0,73104.0,5449.0
BD59,1895.0,73104.0,5449.0
BD61,1895.0,73104.0,5449.0
BD62,1895.0,73104.0,5449.0
BD63,1895.0,73104.0,5449.0
BD71,1895.0,73104.0,5449.0
BD72,1895.0,73104.0,5449.0
BD73,1895.0,73104.0,5449.0
BD74,1895.0,73104.0,5449.0
BD80,1895.0,73104.0,5449.0
BD87,1895.0,73104.0,5449.0
BD88,1895.0,73104.0,5449.0
BD89,1895.0,73104.0,5449.0
BD94,1895.0,73104.0,5449.0
BD95,1895.0,73104.0,5449.0
BD96,1895.0,73104.0,5449.0
LS290,1895.0,73104.0,5449.0
LS296,1895.0,73104.0,5449.0
LS297,1895.0,73104.0,5449.0
LS298,1895.0,73104.0,5449.0
LS299,1895.0,73104.0,5449.0
HD61,1095.0,24403.0,1639.0
HD62,1095.0,24403.0,1639.0
HD63,1095.0,24403.0,1639.0
HD64,1095.0,24403.0,1639.0
HX11,1095.0,24403.0,1639.0
HX12,1095.0,24403.0,1639.0
HX13,1095.0,24403.0,1639.0
HX14,1095.0,24403.0,1639.0
HX15,1095.0,24403.0,1639.0
HX20,1095.0,24403.0,1639.0
HX26,1095.0,24403.0,1639.0
HX27,1095.0,24403.0,1639.0
HX28,1095.0,24403.0,1639.0
HX29,1095.0,24403.0,1639.0
HX30,1095.0,24403.0,1639.0
HX35,1095.0,24403.0,1639.0
HX36,1095.0,24403.0,1639.0
HX37,1095.0,24403.0,1639.0
HX38,1095.0,24403.0,1639.0
HX39,1095.0,24403.0,1639.0
HX40,1095.0,24403.0,1639.0
HX48,1095.0,24403.0,1639.0
HX49,1095.0,24403.0,1639.0
HX50,1095.0,24403.0,1639.0
HX59,1095.0,24403.0,1639.0
HX61,1095.0,24403.0,1639.0
HX62,1095.0,24403.0,1639.0
HX63,1095.0,24403.0,1639.0
HX64,1095.0,24403.0,1639.0
HX75,1095.0,24403.0,1639.0
HX76,1095.0,24403.0,1639.0
HX77,1095.0,24403.0,1639.0
HX78,1095.0,24403.0,1639.0
OL145,1095.0,24403.0,1639.0
OL146,1095.0,24403.0,1639.0
OL147,1095.0,24403.0,1639.0
OL148,1095.0,24403.0,1639.0
BD112,1959.0,46592.0,3687.0
BD193,1959.0,46592.0,3687.0
BD194,1959.0,46592.0,3687.0
BD195,1959.0,46592.0,3687.0
BD196,1959.0,46592.0,3687.0
HD11,1959.0,46592.0,3687.0
HD12,1959.0,46592.0,3687.0
HD13,1959.0,46592.0,3687.0
HD14,1959.0,46592.0,3687.0
HD15,1959.0,46592.0,3687.0
HD16,1959.0,46592.0,3687.0
HD21,1959.0,46592.0,3687.0
HD22,1959.0,46592.0,3687.0
HD33,1959.0,46592.0,3687.0
HD34,1959.0,46592.0,3687.0
HD45,1959.0,46592.0,3687.0
HD46,1959.0,46592.0,3687.0
HD47,1959.0,46592.0,3687.0
HD50,1959.0,46592.0,3687.0
HD58,1959.0,46592.0,3687.0
HD59,1959.0,46592.0,3687.0
HD74,1959.0,46592.0,3687.0
HD75,1959.0,46592.0,3687.0
HD76,1959.0,46592.0,3687.0
HD80,1959.0,46592.0,3687.0
HD88,1959.0,46592.0,3687.0
HD89,1959.0,46592.0,3687.0
HD91,1959.0,46592.0,3687.0
HD92,1959.0,46592.0,3687.0
HD93,1959.0,46592.0,3687.0
HD94,1959.0,46592.0,3687.0
HD95,1959.0,46592.0,3687.0
HD96,1959.0,46592.0,3687.0
HD97,1959.0,46592.0,3687.0
WF120,1959.0,46592.0,3687.0
WF127,1959.0,46592.0,3687.0
WF128,1959.0,46592.0,3687.0
WF129,1959.0,46592.0,3687.0
WF131,1959.0,46592.0,3687.0
WF132,1959.0,46592.0,3687.0
WF133,1959.0,46592.0,3687.0
WF134,1959.0,46592.0,3687.0
WF140,1959.0,46592.0,3687.0
WF148,1959.0,46592.0,3687.0
WF149,1959.0,46592.0,3687.0
WF156,1959.0,46592.0,3687.0
WF157,1959.0,46592.0,3687.0
WF158,1959.0,46592.0,3687.0
WF160,1959.0,46592.0,3687.0
WF169,1959.0,46592.0,3687.0
WF170,1959.0,46592.0,3687.0
WF175,1959.0,46592.0,3687.0
WF176,1959.0,46592.0,3687.0
WF177,1959.0,46592.0,3687.0
WF178,1959.0,46592.0,3687.0
WF179,1959.0,46592.0,3687.0
BD111,4851.0,103092.0,7799.0
LS101,4851.0,103092.0,7799.0
LS102,4851.0,103092.0,7799.0
LS103,4851.0,103092.0,7799.0
LS104,4851.0,103092.0,7799.0
LS110,4851.0,103092.0,7799.0
LS115,4851.0,103092.0,7799.0
LS116,4851.0,103092.0,7799.0
LS117,4851.0,103092.0,7799.0
LS118,4851.0,103092.0,7799.0
LS119,4851.0,103092.0,7799.0
LS12,4851.0,103092.0,7799.0
LS121,4851.0,103092.0,7799.0
LS122,4851.0,103092.0,7799.0
LS123,4851.0,103092.0,7799.0
LS124,4851.0,103092.0,7799.0
LS125,4851.0,103092.0,7799.0
LS126,4851.0,103092.0,7799.0
LS13,4851.0,103092.0,7799.0
LS131,4851.0,103092.0,7799.0
LS132,4851.0,103092.0,7799.0
LS133,4851.0,103092.0,7799.0
LS134,4851.0,103092.0,7799.0
LS14,4851.0,103092.0,7799.0
LS141,4851.0,103092.0,7799.0
LS142,4851.0,103092.0,7799.0
LS143,4851.0,103092.0,7799.0
LS145,4851.0,103092.0,7799.0
LS146,4851.0,103092.0,7799.0
LS15,4851.0,103092.0,7799.0
LS150,4851.0,103092.0,7799.0
LS154,4851.0,103092.0,7799.0
LS155,4851.0,103092.0,7799.0
LS157,4851.0,103092.0,7799.0
LS158,4851.0,103092.0,7799.0
LS159,4851.0,103092.0,7799.0
LS16,4851.0,103092.0,7799.0
LS165,4851.0,103092.0,7799.0
LS166,4851.0,103092.0,7799.0
LS167,4851.0,103092.0,7799.0
LS168,4851.0,103092.0,7799.0
LS169,4851.0,103092.0,7799.0
LS17,4851.0,103092.0,7799.0
LS175,4851.0,103092.0,7799.0
LS176,4851.0,103092.0,7799.0
LS177,4851.0,103092.0,7799.0
LS178,4851.0,103092.0,7799.0
LS179,4851.0,103092.0,7799.0
LS184,4851.0,103092.0,7799.0
LS185,4851.0,103092.0,7799.0
LS196,4851.0,103092.0,7799.0
LS197,4851.0,103092.0,7799.0
LS208,4851.0,103092.0,7799.0
LS209,4851.0,103092.0,7799.0
LS211,4851.0,103092.0,7799.0
LS213,4851.0,103092.0,7799.0
LS225,4851.0,103092.0,7799.0
LS226,4851.0,103092.0,7799.0
LS227,4851.0,103092.0,7799.0
LS23,4851.0,103092.0,7799.0
LS236,4851.0,103092.0,7799.0
LS237,4851.0,103092.0,7799.0
LS251,4851.0,103092.0,7799.0
LS252,4851.0,103092.0,7799.0
LS253,4851.0,103092.0,7799.0
LS254,4851.0,103092.0,7799.0
LS257,4851.0,103092.0,7799.0
LS260,4851.0,103092.0,7799.0
LS268,4851.0,103092.0,7799.0
LS269,4851.0,103092.0,7799.0
LS27,4851.0,103092.0,7799.0
LS270,4851.0,103092.0,7799.0
LS277,4851.0,103092.0,7799.0
LS278,4851.0,103092.0,7799.0
LS279,4851.0,103092.0,7799.0
LS28,4851.0,103092.0,7799.0
LS285,4851.0,103092.0,7799.0
LS286,4851.0,103092.0,7799.0
LS287,4851.0,103092.0,7799.0
LS288,4851.0,103092.0,7799.0
LS289,4851.0,103092.0,7799.0
LS29,4851.0,103092.0,7799.0
LS31,4851.0,103092.0,7799.0
LS42,4851.0,103092.0,7799.0
LS52,4851.0,103092.0,7799.0
LS53,4851.0,103092.0,7799.0
LS61,4851.0,103092.0,7799.0
LS62,4851.0,103092.0,7799.0
LS63,4851.0,103092.0,7799.0
LS64,4851.0,103092.0,7799.0
LS71,4851.0,103092.0,7799.0
LS72,4851.0,103092.0,7799.0
LS73,4851.0,103092.0,7799.0
LS74,4851.0,103092.0,7799.0
LS81,4851.0,103092.0,7799.0
LS82,4851.0,103092.0,7799.0
LS83,4851.0,103092.0,7799.0
LS84,4851.0,103092.0,7799.0
LS85,4851.0,103092.0,7799.0
LS90,4851.0,103092.0,7799.0
LS96,4851.0,103092.0,7799.0
LS97,4851.0,103092.0,7799.0
LS98,4851.0,103092.0,7799.0
LS99,4851.0,103092.0,7799.0
WF102,4851.0,103092.0,7799.0
WF31,4851.0,103092.0,7799.0
WF32,4851.0,103092.0,7799.0
WF33,4851.0,103092.0,7799.0
WF101,2117.0,41043.0,3077.0
WF103,2117.0,41043.0,3077.0
WF104,2117.0,41043.0,3077.0
WF105,2117.0,41043.0,3077.0
WF11,2117.0,41043.0,3077.0
WF110,2117.0,41043.0,3077.0
WF118,2117.0,41043.0,3077.0
WF12,2117.0,41043.0,3077.0
WF13,2117.0,41043.0,3077.0
WF14,2117.0,41043.0,3077.0
WF15,2117.0,41043.0,3077.0
WF20,2117.0,41043.0,3077.0
WF26,2117.0,41043.0,3077.0
WF27,2117.0,41043.0,3077.0
WF28,2117.0,41043.0,3077.0
WF29,2117.0,41043.0,3077.0
WF34,2117.0,41043.0,3077.0
WF41,2117.0,41043.0,3077.0
WF42,2117.0,41043.0,3077.0
WF43,2117.0,41043.0,3077.0
WF44,2117.0,41043.0,3077.0
WF45,2117.0,41043.0,3077.0
WF46,2117.0,41043.0,3077.0
WF50,2117.0,41043.0,3077.0
WF58,2117.0,41043.0,3077.0
WF59,2117.0,41043.0,3077.0
WF61,2117.0,41043.0,3077.0
WF62,2117.0,41043.0,3077.0
WF75,2117.0,41043.0,3077.0
WF76,2117.0,41043.0,3077.0
WF77,2117.0,41043.0,3077.0
WF81,2117.0,41043.0,3077.0
WF82,2117.0,41043.0,3077.0
WF83,2117.0,41043.0,3077.0
WF84,2117.0,41043.0,3077.0
WF91,2117.0,41043.0,3077.0
WF92,2117.0,41043.0,3077.0
WF93,2117.0,41043.0,3077.0
WF94,2117.0,41043.0,3077.0
WF95,2117.0,41043.0,3077.0
DE11,1137.0,28553.0,1579.0
DE12,1137.0,28553.0,1579.0
DE13,1137.0,28553.0,1579.0
DE212,1137.0,28553.0,1579.0
DE214,1137.0,28553.0,1579.0
DE216,1137.0,28553.0,1579.0
DE217,1137.0,28553.0,1579.0
DE221,1137.0,28553.0,1579.0
DE222,1137.0,28553.0,1579.0
DE223,1137.0,28553.0,1579.0
DE224,1137.0,28553.0,1579.0
DE231,1137.0,28553.0,1579.0
DE232,1137.0,28553.0,1579.0
DE233,1137.0,28553.0,1579.0
DE234,1137.0,28553.0,1579.0
DE236,1137.0,28553.0,1579.0
DE238,1137.0,28553.0,1579.0
DE240,1137.0,28553.0,1579.0
DE241,1137.0,28553.0,1579.0
DE248,1137.0,28553.0,1579.0
DE249,1137.0,28553.0,1579.0
DE30,1137.0,28553.0,1579.0
DE39,1137.0,28553.0,1579.0
DE735,1137.0,28553.0,1579.0
DE736,1137.0,28553.0,1579.0
LE11,949.0,41096.0,3546.0
LE12,949.0,41096.0,3546.0
LE13,949.0,41096.0,3546.0
LE14,949.0,41096.0,3546.0
LE15,949.0,41096.0,3546.0
LE16,949.0,41096.0,3546.0
LE17,949.0,41096.0,3546.0
LE20,949.0,41096.0,3546.0
LE21,949.0,41096.0,3546.0
LE22,949.0,41096.0,3546.0
LE23,949.0,41096.0,3546.0
LE26,949.0,41096.0,3546.0
LE27,949.0,41096.0,3546.0
LE28,949.0,41096.0,3546.0
LE29,949.0,41096.0,3546.0
LE30,949.0,41096.0,3546.0
LE31,949.0,41096.0,3546.0
LE35,949.0,41096.0,3546.0
LE36,949.0,41096.0,3546.0
LE39,949.0,41096.0,3546.0
LE40,949.0,41096.0,3546.0
LE41,949.0,41096.0,3546.0
LE42,949.0,41096.0,3546.0
LE45,949.0,41096.0,3546.0
LE46,949.0,41096.0,3546.0
LE47,949.0,41096.0,3546.0
LE49,949.0,41096.0,3546.0
LE50,949.0,41096.0,3546.0
LE51,949.0,41096.0,3546.0
LE52,949.0,41096.0,3546.0
LE53,949.0,41096.0,3546.0
LE54,949.0,41096.0,3546.0
LE55,949.0,41096.0,3546.0
LE56,949.0,41096.0,3546.0
NG11,1050.0,42887.0,2823.0
NG117,1050.0,42887.0,2823.0
NG118,1050.0,42887.0,2823.0
NG119,1050.0,42887.0,2823.0
NG12,1050.0,42887.0,2823.0
NG13,1050.0,42887.0,2823.0
NG14,1050.0,42887.0,2823.0
NG15,1050.0,42887.0,2823.0
NG16,1050.0,42887.0,2823.0
NG17,1050.0,42887.0,2823.0
NG21,1050.0,42887.0,2823.0
NG22,1050.0,42887.0,2823.0
NG23,1050.0,42887.0,2823.0
NG24,1050.0,42887.0,2823.0
NG31,1050.0,42887.0,2823.0
NG32,1050.0,42887.0,2823.0
NG33,1050.0,42887.0,2823.0
NG34,1050.0,42887.0,2823.0
NG35,1050.0,42887.0,2823.0
NG37,1050.0,42887.0,2823.0
NG51,1050.0,42887.0,2823.0
NG52,1050.0,42887.0,2823.0
NG53,1050.0,42887.0,2823.0
NG55,1050.0,42887.0,2823.0
NG59,1050.0,42887.0,2823.0
NG60,1050.0,42887.0,2823.0
NG67,1050.0,42887.0,2823.0
NG68,1050.0,42887.0,2823.0
NG69,1050.0,42887.0,2823.0
NG71,1050.0,42887.0,2823.0
NG72,1050.0,42887.0,2823.0
NG73,1050.0,42887.0,2823.0
NG74,1050.0,42887.0,2823.0
NG75,1050.0,42887.0,2823.0
NG76,1050.0,42887.0,2823.0
NG77,1050.0,42887.0,2823.0
NG81,1050.0,42887.0,2823.0
NG82,1050.0,42887.0,2823.0
NG83,1050.0,42887.0,2823.0
NG84,1050.0,42887.0,2823.0
NG85,1050.0,42887.0,2823.0
NG86,1050.0,42887.0,2823.0
LE156,456.0,1525.0,161.0
LE157,456.0,1525.0,161.0
LE158,456.0,1525.0,161.0
LE159,456.0,1525.0,161.0
PE94,456.0,1525.0,161.0
HR11,1243.0,10822.0,440.0
HR12,1243.0,10822.0,440.0
HR13,1243.0,10822.0,440.0
HR14,1243.0,10822.0,440.0
HR20,1243.0,10822.0,440.0
HR26,1243.0,10822.0,440.0
HR27,1243.0,10822.0,440.0
HR28,1243.0,10822.0,440.0
HR29,1243.0,10822.0,440.0
HR36,1243.0,10822.0,440.0
HR40,1243.0,10822.0,440.0
HR47,1243.0,10822.0,440.0
HR48,1243.0,10822.0,440.0
HR49,1243.0,10822.0,440.0
HR53,1243.0,10822.0,440.0
HR60,1243.0,10822.0,440.0
HR68,1243.0,10822.0,440.0
HR69,1243.0,10822.0,440.0
HR74,1243.0,10822.0,440.0
HR81,1243.0,10822.0,440.0
HR82,1243.0,10822.0,440.0
HR95,1243.0,10822.0,440.0
HR96,1243.0,10822.0,440.0
HR97,1243.0,10822.0,440.0
SY84,1243.0,10822.0,440.0
WR135,1243.0,10822.0,440.0
DY123,2164.0,17714.0,1148.0
DY140,2164.0,17714.0,1148.0
DY148,2164.0,17714.0,1148.0
SY107,2164.0,17714.0,1148.0
SY108,2164.0,17714.0,1148.0
SY109,2164.0,17714.0,1148.0
SY11,2164.0,17714.0,1148.0
SY111,2164.0,17714.0,1148.0
SY112,2164.0,17714.0,1148.0
SY113,2164.0,17714.0,1148.0
SY114,2164.0,17714.0,1148.0
SY12,2164.0,17714.0,1148.0
SY120,2164.0,17714.0,1148.0
SY129,2164.0,17714.0,1148.0
SY13,2164.0,17714.0,1148.0
SY131,2164.0,17714.0,1148.0
SY132,2164.0,17714.0,1148.0
SY134,2164.0,17714.0,1148.0
SY14,2164.0,17714.0,1148.0
SY25,2164.0,17714.0,1148.0
SY26,2164.0,17714.0,1148.0
SY30,2164.0,17714.0,1148.0
SY35,2164.0,17714.0,1148.0
SY36,2164.0,17714.0,1148.0
SY37,2164.0,17714.0,1148.0
SY38,2164.0,17714.0,1148.0
SY39,2164.0,17714.0,1148.0
SY41,2164.0,17714.0,1148.0
SY42,2164.0,17714.0,1148.0
SY43,2164.0,17714.0,1148.0
SY44,2164.0,17714.0,1148.0
SY45,2164.0,17714.0,1148.0
SY50,2164.0,17714.0,1148.0
SY56,2164.0,17714.0,1148.0
SY57,2164.0,17714.0,1148.0
SY58,2164.0,17714.0,1148.0
SY59,2164.0,17714.0,1148.0
SY66,2164.0,17714.0,1148.0
SY67,2164.0,17714.0,1148.0
SY70,2164.0,17714.0,1148.0
SY78,2164.0,17714.0,1148.0
SY79,2164.0,17714.0,1148.0
SY81,2164.0,17714.0,1148.0
SY82,2164.0,17714.0,1148.0
SY83,2164.0,17714.0,1148.0
SY95,2164.0,17714.0,1148.0
TF118,2164.0,17714.0,1148.0
TF119,2164.0,17714.0,1148.0
TF125,2164.0,17714.0,1148.0
TF136,2164.0,17714.0,1148.0
TF91,2164.0,17714.0,1148.0
TF92,2164.0,17714.0,1148.0
TF93,2164.0,17714.0,1148.0
WV155,2164.0,17714.0,1148.0
WV156,2164.0,17714.0,1148.0
WV164,2164.0,17714.0,1148.0
WV165,2164.0,17714.0,1148.0
WV166,2164.0,17714.0,1148.0
WV57,2164.0,17714.0,1148.0
WV73,2164.0,17714.0,1148.0
ST11,950.0,28103.0,1489.0
ST12,950.0,28103.0,1489.0
ST13,950.0,28103.0,1489.0
ST14,950.0,28103.0,1489.0
ST15,950.0,28103.0,1489.0
ST16,950.0,28103.0,1489.0
ST20,950.0,28103.0,1489.0
ST27,950.0,28103.0,1489.0
ST28,950.0,28103.0,1489.0
ST29,950.0,28103.0,1489.0
ST31,950.0,28103.0,1489.0
ST32,950.0,28103.0,1489.0
ST33,950.0,28103.0,1489.0
ST34,950.0,28103.0,1489.0
ST35,950.0,28103.0,1489.0
ST36,950.0,28103.0,1489.0
ST37,950.0,28103.0,1489.0
ST41,950.0,28103.0,1489.0
ST42,950.0,28103.0,1489.0
ST43,950.0,28103.0,1489.0
ST44,950.0,28103.0,1489.0
ST45,950.0,28103.0,1489.0
ST46,950.0,28103.0,1489.0
ST47,950.0,28103.0,1489.0
ST48,950.0,28103.0,1489.0
ST61,950.0,28103.0,1489.0
ST62,950.0,28103.0,1489.0
ST63,950.0,28103.0,1489.0
ST64,950.0,28103.0,1489.0
ST65,950.0,28103.0,1489.0
ST66,950.0,28103.0,1489.0
ST67,950.0,28103.0,1489.0
ST68,950.0,28103.0,1489.0
TF107,1020.0,15940.0,618.0
TF108,1020.0,15940.0,618.0
TF109,1020.0,15940.0,618.0
TF11,1020.0,15940.0,618.0
TF12,1020.0,15940.0,618.0
TF13,1020.0,15940.0,618.0
TF15,1020.0,15940.0,618.0
TF16,1020.0,15940.0,618.0
TF17,1020.0,15940.0,618.0
TF20,1020.0,15940.0,618.0
TF26,1020.0,15940.0,618.0
TF27,1020.0,15940.0,618.0
TF28,1020.0,15940.0,618.0
TF29,1020.0,15940.0,618.0
TF31,1020.0,15940.0,618.0
TF32,1020.0,15940.0,618.0
TF34,1020.0,15940.0,618.0
TF35,1020.0,15940.0,618.0
TF42,1020.0,15940.0,618.0
TF43,1020.0,15940.0,618.0
TF50,1020.0,15940.0,618.0
TF65,1020.0,15940.0,618.0
TF66,1020.0,15940.0,618.0
TF74,1020.0,15940.0,618.0
TF75,1020.0,15940.0,618.0
TF87,1020.0,15940.0,618.0
B100,4208.0,114675.0,12776.0
B109,4208.0,114675.0,12776.0
B11,4208.0,114675.0,12776.0
B111,4208.0,114675.0,12776.0
B112,4208.0,114675.0,12776.0
B113,4208.0,114675.0,12776.0
B114,4208.0,114675.0,12776.0
B12,4208.0,114675.0,12776.0
B120,4208.0,114675.0,12776.0
B128,4208.0,114675.0,12776.0
B129,4208.0,114675.0,12776.0
B13,4208.0,114675.0,12776.0
B130,4208.0,114675.0,12776.0
B133,4208.0,114675.0,12776.0
B138,4208.0,114675.0,12776.0
B139,4208.0,114675.0,12776.0
B144,4208.0,114675.0,12776.0
B145,4208.0,114675.0,12776.0
B146,4208.0,114675.0,12776.0
B147,4208.0,114675.0,12776.0
B151,4208.0,114675.0,12776.0
B152,4208.0,114675.0,12776.0
B153,4208.0,114675.0,12776.0
B160,4208.0,114675.0,12776.0
B168,4208.0,114675.0,12776.0
B169,4208.0,114675.0,12776.0
B170,4208.0,114675.0,12776.0
B178,4208.0,114675.0,12776.0
B179,4208.0,114675.0,12776.0
B184,4208.0,114675.0,12776.0
B185,4208.0,114675.0,12776.0
B186,4208.0,114675.0,12776.0
B187,4208.0,114675.0,12776.0
B191,4208.0,114675.0,12776.0
B192,4208.0,114675.0,12776.0
B193,4208.0,114675.0,12776.0
B201,4208.0,114675.0,12776.0
B202,4208.0,114675.0,12776.0
B203,4208.0,114675.0,12776.0
B210,4208.0,114675.0,12776.0
B218,4208.0,114675.0,12776.0
B219,4208.0,114675.0,12776.0
B235,4208.0,114675.0,12776.0
B236,4208.0,114675.0,12776.0
B237,4208.0,114675.0,12776.0
B24,4208.0,114675.0,12776.0
B240,4208.0,114675.0,12776.0
B248,4208.0,114675.0,12776.0
B249,4208.0,114675.0,12776.0
B25,4208.0,114675.0,12776.0
B258,4208.0,114675.0,12776.0
B261,4208.0,114675.0,12776.0
B262,4208.0,114675.0,12776.0
B263,4208.0,114675.0,12776.0
B276,4208.0,114675.0,12776.0
B277,4208.0,114675.0,12776.0
B280,4208.0,114675.0,12776.0
B288,4208.0,114675.0,12776.0
B289,4208.0,114675.0,12776.0
B294,4208.0,114675.0,12776.0
B295,4208.0,114675.0,12776.0
B296,4208.0,114675.0,12776.0
B297,4208.0,114675.0,12776.0
B301,4208.0,114675.0,12776.0
B302,4208.0,114675.0,12776.0
B303,4208.0,114675.0,12776.0
B31,4208.0,114675.0,12776.0
B311,4208.0,114675.0,12776.0
B312,4208.0,114675.0,12776.0
B313,4208.0,114675.0,12776.0
B314,4208.0,114675.0,12776.0
B315,4208.0,114675.0,12776.0
B32,4208.0,114675.0,12776.0
B321,4208.0,114675.0,12776.0
B322,4208.0,114675.0,12776.0
B323,4208.0,114675.0,12776.0
B324,4208.0,114675.0,12776.0
B33,4208.0,114675.0,12776.0
B330,4208.0,114675.0,12776.0
B338,4208.0,114675.0,12776.0
B339,4208.0,114675.0,12776.0
B346,4208.0,114675.0,12776.0
B347,4208.0,114675.0,12776.0
B356,4208.0,114675.0,12776.0
B357,4208.0,114675.0,12776.0
B368,4208.0,114675.0,12776.0
B388,4208.0,114675.0,12776.0
B389,4208.0,114675.0,12776.0
B421,4208.0,114675.0,12776.0
B422,4208.0,114675.0,12776.0
B440,4208.0,114675.0,12776.0
B448,4208.0,114675.0,12776.0
B449,4208.0,114675.0,12776.0
B450,4208.0,114675.0,12776.0
B46,4208.0,114675.0,12776.0
B47,4208.0,114675.0,12776.0
B54,4208.0,114675.0,12776.0
B55,4208.0,114675.0,12776.0
B56,4208.0,114675.0,12776.0
B57,4208.0,114675.0,12776.0
B64,4208.0,114675.0,12776.0
B65,4208.0,114675.0,12776.0
B66,4208.0,114675.0,12776.0
B67,4208.0,114675.0,12776.0
B721,4208.0,114675.0,12776.0
B735,4208.0,114675.0,12776.0
B736,4208.0,114675.0,12776.0
B74,4208.0,114675.0,12776.0
B742,4208.0,114675.0,12776.0
B744,4208.0,114675.0,12776.0
B75,4208.0,114675.0,12776.0
B755,4208.0,114675.0,12776.0
B756,4208.0,114675.0,12776.0
B757,4208.0,114675.0,12776.0
B761,4208.0,114675.0,12776.0
B762,4208.0,114675.0,12776.0
B81,4208.0,114675.0,12776.0
B82,4208.0,114675.0,12776.0
B83,4208.0,114675.0,12776.0
B94,4208.0,114675.0,12776.0
B95,4208.0,114675.0,12776.0
CV11,1354.0,28537.0,4004.0
CV12,1354.0,28537.0,4004.0
CV13,1354.0,28537.0,4004.0
CV14,1354.0,28537.0,4004.0
CV15,1354.0,28537.0,4004.0
CV21,1354.0,28537.0,4004.0
CV22,1354.0,28537.0,4004.0
CV23,1354.0,28537.0,4004.0
CV24,1354.0,28537.0,4004.0
CV25,1354.0,28537.0,4004.0
CV31,1354.0,28537.0,4004.0
CV32,1354.0,28537.0,4004.0
CV33,1354.0,28537.0,4004.0
CV34,1354.0,28537.0,4004.0
CV35,1354.0,28537.0,4004.0
CV36,1354.0,28537.0,4004.0
CV47,1354.0,28537.0,4004.0
CV48,1354.0,28537.0,4004.0
CV49,1354.0,28537.0,4004.0
CV56,1354.0,28537.0,4004.0
CV57,1354.0,28537.0,4004.0
CV58,1354.0,28537.0,4004.0
CV59,1354.0,28537.0,4004.0
CV61,1354.0,28537.0,4004.0
CV62,1354.0,28537.0,4004.0
CV63,1354.0,28537.0,4004.0
CV64,1354.0,28537.0,4004.0
CV65,1354.0,28537.0,4004.0
CV66,1354.0,28537.0,4004.0
CV67,1354.0,28537.0,4004.0
B620,1180.0,23440.0,3022.0
B628,1180.0,23440.0,3022.0
B629,1180.0,23440.0,3022.0
B631,1180.0,23440.0,3022.0
B632,1180.0,23440.0,3022.0
B633,1180.0,23440.0,3022.0
B634,1180.0,23440.0,3022.0
DY11,1180.0,23440.0,3022.0
DY12,1180.0,23440.0,3022.0
DY13,1180.0,23440.0,3022.0
DY14,1180.0,23440.0,3022.0
DY20,1180.0,23440.0,3022.0
DY27,1180.0,23440.0,3022.0
DY28,1180.0,23440.0,3022.0
